instr,entry,exit,dir,entry_price,ret,bars_held,z_entry,vol_entry,dz_jump,bar_range_ratio,is_max50,oneway_run,counter_share10,accel,flat_bars20,zero_bars20,recross_n,bars_stretch,sig_hour,gap_capture,er40_sig,z_sig_check,cost_ret
EURGBP,2022-03-04 04:00:00+00:00,2022-03-08 04:00:00+00:00,1,0.8266993766465763,0.0033956558093649293,13,2.42854228459181,0.0014284696039421514,0.5578886722931766,2.446529147245705,0.0,2.0,0.4,0.4128818801725946,3.0,0.0,1.0,11.0,0.0,-0.11398298133678093,0.1848355193550337,2.42854228459181,0.0003628888668295846
EURUSD,2022-03-04 12:00:00+00:00,2022-03-09 12:00:00+00:00,1,1.09188,0.011438985969154264,19,2.1529096399392533,0.00233944387437209,0.23768400919455934,1.673908072261602,0.0,3.0,0.1,0.609264638869899,0.0,0.0,5.0,43.0,8.0,-1.5601092896175162,0.2918473931132142,2.1529096399392533,5.495109352676119e-05
NZDUSD,2022-03-04 20:00:00+00:00,2022-03-08 20:00:00+00:00,-1,0.68564,0.007715419170410069,13,2.5039416420728022,0.0023074477939355655,0.5084095594790683,2.520458265139126,0.0,4.0,0.2,0.46254900354362755,0.0,0.0,1.0,13.0,16.0,0.3181818181818149,0.22116926665694792,2.5039416420728022,0.00020418878711860448
EURCAD,2022-03-07 00:00:00+00:00,2022-03-08 16:00:00+00:00,1,1.3825479985,0.01667047178470873,10,2.2064876226002164,0.001847577663053165,0.3899091754112147,3.81223940332017,1.0,1.0,0.4,0.6101095828718445,0.0,0.0,6.0,48.0,20.0,-0.01099640110301368,0.5112246760151903,2.2064876226002164,0.00021699065806430302
GBPUSD,2022-03-07 12:00:00+00:00,2022-03-16 08:00:00+00:00,1,1.3135249999999998,-0.003235568413239155,42,2.196949565124934,0.0020832599277763476,0.30481747646037927,1.638123603871962,0.0,4.0,0.2,0.23547038095707878,2.0,0.0,3.0,49.0,8.0,-1.0333333333332817,0.29964497041419963,2.196949565124934,6.851791933918275e-05
USDCAD,2022-03-08 16:00:00+00:00,2022-03-10 16:00:00+00:00,-1,1.28887,0.010163942057771748,12,2.3469616136462244,0.0019602647001116225,0.8995757685723975,2.6147357975688093,0.0,1.0,0.3,0.42033356330044774,0.0,0.0,0.0,7.0,12.0,-0.4174573055028515,0.06922723091076335,2.3469616136462244,9.310481274294538e-05
USDJPY,2022-03-10 04:00:00+00:00,2022-03-30 00:00:00+00:00,-1,115.91650000000001,-0.04957879163018182,86,2.166629289070718,0.0009383550823336521,0.5967034594121694,2.8939988782949566,0.0,3.0,0.3,0.6631385640271263,1.0,0.0,0.0,13.0,0.0,0.9534883720930207,0.30458100558659246,2.166629289070718,6.0388296748090204e-05
USDCHF,2022-03-11 20:00:00+00:00,2022-03-17 12:00:00+00:00,-1,0.93351,-0.0016175509635675536,23,2.1999380778847355,0.0013123471423734986,0.2536129714061266,2.1098423056009508,0.0,5.0,0.3,0.6533093627467051,0.0,0.0,0.0,27.0,16.0,0.6701030927835275,0.3666987487969215,2.1999380778847355,0.00010712258036871593
AUDCHF,2022-03-16 20:00:00+00:00,2022-03-30 00:00:00+00:00,-1,0.6860276487,-0.017591542152665673,57,2.1058624584096206,0.0023714621714373356,0.8653421536593604,2.69907579032809,0.0,5.0,0.1,0.5708841257113811,1.0,0.0,0.0,3.0,16.0,-0.12141992082272085,0.23245632918497383,2.1058624584096206,0.0004373001592114986
NZDUSD,2022-03-17 16:00:00+00:00,2022-03-28 08:00:00+00:00,-1,0.68855,-0.00556241376806346,42,2.0731430884978144,0.002572666975645073,1.231756060926258,4.352380952381042,0.0,1.0,0.2,0.367920884265415,1.0,0.0,0.0,4.0,12.0,0.1312910284463972,0.18348822130970788,2.0731430884978144,0.00020332582964200128
EURCAD,2022-03-22 04:00:00+00:00,2022-03-29 08:00:00+00:00,1,1.3837424669999998,-0.0003721858743815844,32,2.0616241751332,0.0019767429586778676,0.36755174987563954,1.4524603454966014,0.0,1.0,0.4,0.47103986171088097,0.0,0.0,0.0,14.0,0.0,0.010287038743170497,0.04586943532720584,2.0616241751332,0.00021680334827795674
AUDCAD,2022-03-23 12:00:00+00:00,2022-03-25 20:00:00+00:00,-1,0.941083356,0.004153885386535441,14,2.1402878243516064,0.001955342512153904,0.5480700265314746,2.91177701748836,0.0,2.0,0.3,0.2587060470547784,1.0,0.0,0.0,7.0,8.0,0.08210426192498262,0.2911761691224499,2.1402878243516064,0.00031878153841241667
EURAUD,2022-03-23 12:00:00+00:00,2022-03-29 08:00:00+00:00,1,1.467616986794718,0.006381235330195305,24,2.076341958809667,0.0018245077140708775,0.38278083119806294,3.866736909600832,1.0,2.0,0.4,0.46690937509031283,0.0,0.0,0.0,21.0,8.0,-0.18866953307263354,0.5247343094056133,2.076341958809667,0.000204413006049488
AUDNZD,2022-03-24 20:00:00+00:00,2022-03-30 04:00:00+00:00,-1,1.0783041812071863,-0.0014191196086184726,21,2.013721587129229,0.0012231626656773113,0.16167572289994725,1.214100749258103,0.0,4.0,0.2,0.5454593875495187,0.0,0.0,0.0,13.0,16.0,0.9687748302410384,0.3927144974008789,2.013721587129229,0.00027821463111099424
EURJPY,2022-03-24 20:00:00+00:00,2022-03-31 08:00:00+00:00,-1,134.6715505,-0.002838452431718498,28,2.0277042571790878,0.0025120268601838496,0.03221312513350494,0.7173802047689166,0.0,4.0,0.3,0.9791622825121871,2.0,0.0,1.0,62.0,16.0,-0.7351678171817956,0.505624831473853,2.0277042571790878,0.00022276419844145183
USDCAD,2022-03-25 20:00:00+00:00,2022-03-31 00:00:00+00:00,1,1.24738,0.0033029229264540027,20,2.050004044706272,0.001588257511936811,0.6343235122960069,3.289655172413762,0.0,3.0,0.2,0.6573746234545179,0.0,0.0,1.0,47.0,16.0,0.16352201257861898,0.324220703450577,2.050004044706272,9.620163863457808e-05
EURGBP,2022-03-30 16:00:00+00:00,2022-04-01 08:00:00+00:00,-1,0.848975131344511,0.008704227754422417,10,2.3006439180563074,0.0017556263214188203,0.32012082050104573,2.226429895112315,0.0,1.0,0.2,0.08840746790658315,1.0,0.0,1.0,13.0,12.0,-0.08357833199528122,0.29125147391083,2.3006439180563074,0.0003533672411874938
EURCAD,2022-04-05 16:00:00+00:00,2022-04-11 00:00:00+00:00,1,1.3622838188,0.007101882710845472,21,2.2904002263469425,0.0016079433483334059,0.35559810087381893,1.9624145023508581,0.0,4.0,0.1,0.4352542397244648,0.0,0.0,0.0,9.0,12.0,0.5158153117072158,0.08221084296745139,2.2904002263469425,0.0002202184272175105
GBPJPY,2022-04-11 08:00:00+00:00,2022-04-22 04:00:00+00:00,-1,163.76967792,-0.009404111307786506,54,2.333285031265433,0.001581635202393594,0.6747360438708814,3.7460815090654536,0.0,3.0,0.3,1.0914045224745281,1.0,0.0,0.0,26.0,4.0,-0.9353682645300484,0.3818675536992679,2.333285031265433,0.00018318409354541642
AUDNZD,2022-04-13 08:00:00+00:00,2022-04-22 04:00:00+00:00,-1,1.0943620151148372,0.00027098207765573304,42,2.648896290600048,0.0012265834598382379,1.4098839685501505,5.432666611138818,0.0,2.0,0.4,0.9370689975174361,0.0,0.0,0.0,2.0,4.0,-0.06643538861579291,0.2330694526336324,2.648896290600048,0.0002741323217148755
USDCHF,2022-04-18 04:00:00+00:00,2022-05-04 16:00:00+00:00,-1,0.9444100000000001,-0.030241102910811918,77,2.0506283402313,0.0016488704904410512,0.20906050554812605,1.3300733496331798,0.0,1.0,0.4,1.1522322679232129,1.0,0.0,1.0,13.0,0.0,-0.485294117647084,0.2330073932745031,2.0506283402313,0.00010588621467371162
USDJPY,2022-04-19 04:00:00+00:00,2022-04-25 12:00:00+00:00,-1,128.0605,0.003006391510262672,27,2.4264251637493803,0.001782267531316988,0.6400896756144017,5.271739130434875,1.0,4.0,0.3,0.713783443108649,1.0,0.0,1.0,62.0,0.0,-0.1881443298968874,0.4787505027483582,2.4264251637493803,5.4661663822958676e-05
NZDCAD,2022-04-25 04:00:00+00:00,2022-05-04 16:00:00+00:00,1,0.8426310462000002,-0.010849487259255714,46,2.213374459738565,0.0019658437004611063,0.44301753303767777,1.7028635960239724,0.0,3.0,0.4,0.9919526652399854,2.0,0.0,1.0,51.0,0.0,1.004030449551886,0.35252396761832017,2.213374459738565,0.00035602770791902963
EURCAD,2022-04-28 16:00:00+00:00,2022-04-29 16:00:00+00:00,1,1.3453098118,0.0071833187532247276,6,2.151182670224483,0.0018313891657217112,0.3879194672054176,1.4785583965152866,0.0,2.0,0.3,0.137885973555693,0.0,0.0,1.0,8.0,12.0,-0.6281875083377586,0.1537191722596326,2.151182670224483,0.00022299696127140074
EURCHF,2022-05-04 16:00:00+00:00,2022-05-12 04:00:00+00:00,-1,1.031923536,-0.009197984025824325,34,2.5870836955620344,0.0015053506563814819,1.021401248305525,4.088009081452205,0.0,3.0,0.3,0.6829912278547898,0.0,0.0,0.0,7.0,12.0,0.9789596202218626,0.16569650973359948,2.5870836955620344,0.00029071921468413917
AUDUSD,2022-05-10 08:00:00+00:00,2022-05-16 12:00:00+00:00,1,0.6955999999999999,-0.0018976423231739717,26,2.055376388027212,0.0037877224464370647,0.24217176516012495,1.2860310421286067,0.0,1.0,0.2,0.06513513641985569,1.0,0.0,1.0,14.0,4.0,0.47892720306512365,0.15423819742489414,2.055376388027212,0.00011500862564692354
NZDUSD,2022-05-10 08:00:00+00:00,2022-05-16 16:00:00+00:00,1,0.63137,-0.0007919286630660774,27,2.170389459122493,0.003610912550297498,0.3215006264458231,1.4110596567693179,0.0,1.0,0.2,0.18199803447989152,1.0,0.0,2.0,18.0,4.0,0.13899613899614446,0.21361000915471293,2.170389459122493,0.00022174002565848868
USDCAD,2022-05-10 16:00:00+00:00,2022-05-13 12:00:00+00:00,-1,1.30226,0.007248936464300645,17,2.1674226697791537,0.0020763877270891934,0.31753777591019783,1.660883645616458,0.0,1.0,0.3,0.32481310765984606,1.0,0.0,2.0,14.0,12.0,0.14763231197775603,0.2268326417704013,2.1674226697791537,9.214749742754903e-05
NZDCAD,2022-05-11 20:00:00+00:00,2022-05-17 08:00:00+00:00,1,0.8166388450000001,-0.0004898104008266644,22,2.0132274257598866,0.0017622623017593858,0.6702225663863821,2.37125959794783,0.0,2.0,0.5,0.6691864196418712,0.0,0.0,1.0,20.0,16.0,-0.24501369785029456,0.15593795833408494,2.0132274257598866,0.0003673594537374719
AUDCAD,2022-05-12 08:00:00+00:00,2022-05-17 08:00:00+00:00,1,0.8940729224999999,0.00818124351596169,19,2.143757036246009,0.0020279506256443845,0.378165450287963,2.028138697781926,0.0,5.0,0.4,0.7822648630225563,2.0,0.0,0.0,5.0,4.0,-0.9312192826396188,0.1891918396008452,2.143757036246009,0.00033554309995334865
EURUSD,2022-05-12 08:00:00+00:00,2022-05-17 04:00:00+00:00,1,1.03996,0.006125235585984124,18,2.703817502065053,0.0019247936485391063,2.024677241803829,5.295608108108123,0.0,1.0,0.4,0.7885507698585462,0.0,0.0,0.0,4.0,4.0,-0.9569377990430634,0.09721398933017011,2.703817502065053,5.769452671256587e-05
AUDCHF,2022-05-12 12:00:00+00:00,2022-05-13 12:00:00+00:00,1,0.6854213868,0.01047241644079971,6,2.055125096951878,0.002624771120187871,0.4165013606686323,1.6896308336603196,0.0,2.0,0.3,0.7449115655212684,0.0,0.0,0.0,5.0,8.0,0.6780981095860017,0.18229418798825905,2.055125096951878,0.0004376869554663275
USDCHF,2022-05-12 20:00:00+00:00,2022-05-17 08:00:00+00:00,-1,1.00321,0.010705634911932643,16,2.1404461323025865,0.0017713799933149479,0.3355361164067274,3.1484641638225135,0.0,8.0,0.2,0.9964896920543965,0.0,0.0,2.0,35.0,16.0,0.23577235772355915,0.3586510263929629,2.1404461323025865,9.968002711296738e-05
EURGBP,2022-05-24 12:00:00+00:00,2022-05-25 12:00:00+00:00,-1,0.8564119518418116,0.007429646294359497,6,3.3463120267637474,0.0019096256918291637,1.3870754707494142,4.168058863467357,1.0,2.0,0.3,0.6457570957816197,0.0,0.0,0.0,2.0,8.0,0.1616284680763853,0.17968003885380784,3.3463120267637474,0.0003502987077128195
GBPAUD,2022-06-02 16:00:00+00:00,2022-06-07 08:00:00+00:00,1,1.730675736306083,0.006939416935580812,17,2.5858375395615343,0.0017741200569287147,0.685577458973702,5.72184590750859,1.0,2.0,0.3,0.4156672389097496,1.0,0.0,2.0,28.0,12.0,-0.10188135438546998,0.34183556417271854,2.5858375395615343,0.0001733426971365032
EURJPY,2022-06-02 16:00:00+00:00,2022-06-10 08:00:00+00:00,-1,139.5542725,-0.015051598653133418,35,2.1825416933414528,0.001973183100892461,0.488562796834934,3.236825989169911,0.0,1.0,0.4,0.6499611476378652,2.0,0.0,2.0,26.0,12.0,-0.3340263661297066,0.29831740359748904,2.1825416933414528,0.00021497012927354124
EURAUD,2022-06-23 00:00:00+00:00,2022-06-24 12:00:00+00:00,-1,1.5335074040484655,0.010485623614782957,9,2.199432930188697,0.002523092655128633,0.38455532558145555,1.7546255981260148,0.0,1.0,0.3,0.28335359177030894,1.0,0.0,1.0,24.0,20.0,-0.6810854593967554,0.08434314976231011,2.199432930188697,0.00019562996514265198
EURCHF,2022-06-29 08:00:00+00:00,2022-07-04 08:00:00+00:00,1,1.0006618816,0.0028612777728899636,19,2.02140156597561,0.001909608131402843,0.22961738064019177,1.045810286061727,0.0,1.0,0.3,0.27593008993422047,1.0,0.0,0.0,11.0,4.0,-3.7037237811323354,0.23266333031347664,2.02140156597561,0.00029980156685924475
NZDCAD,2022-06-29 08:00:00+00:00,2022-07-05 12:00:00+00:00,1,0.8012228,0.00125225455391435,26,2.0543022474737946,0.00153626398228495,0.11694895261070437,1.3245085572774769,0.0,1.0,0.2,0.11832224706266652,1.0,0.0,1.0,14.0,4.0,-1.1293026623327687,0.41546177109633947,2.0543022474737946,0.00037442768727999256
EURGBP,2022-06-29 12:00:00+00:00,2022-06-29 20:00:00+00:00,-1,0.8618176824853551,0.000491409674396641,2,2.5989514991834204,0.001276566110013073,1.4935076485259227,5.268347527319401,0.0,1.0,0.6,0.7763658121738368,1.0,0.0,0.0,13.0,8.0,1.118786757914669,0.19370765450723146,2.5989514991834204,0.0003481014675109059
AUDCHF,2022-06-29 12:00:00+00:00,2022-07-04 08:00:00+00:00,1,0.65710302,0.004897194354699549,18,2.0593215913251908,0.0027615513240086395,0.3867841160710641,2.086916934244609,0.0,2.0,0.5,0.8013982054254442,1.0,0.0,2.0,58.0,8.0,0.4596768922818167,0.34952909171574253,2.0593215913251908,0.0004565494159500287
AUDUSD,2022-07-01 04:00:00+00:00,2022-07-04 08:00:00+00:00,1,0.6798600000000001,0.011605330509222385,8,2.755499260168659,0.002747592101399123,2.0522863132848856,6.361003861003825,1.0,3.0,0.3,1.1367653580078863,1.0,0.0,0.0,3.0,0.0,-0.5037936267071316,0.19864784251342302,2.755499260168659,0.00011767128526461329
AUDCAD,2022-07-01 04:00:00+00:00,2022-07-05 12:00:00+00:00,1,0.8789057265999999,0.00656213644472597,15,2.3236248437896356,0.0017789864292995792,1.152874243207347,7.668445174048624,1.0,3.0,0.5,1.6419140212579322,2.0,0.0,0.0,44.0,0.0,-0.5428066443756702,0.32526535505319354,2.3236248437896356,0.00034133353660185386
NZDUSD,2022-07-01 04:00:00+00:00,2022-07-04 04:00:00+00:00,1,0.61717,0.010207884375455768,7,2.350633682828187,0.0025777907543046747,1.2931320411283214,5.665983606557272,1.0,2.0,0.4,1.1762141572988867,1.0,0.0,2.0,18.0,0.0,-0.22242314647379408,0.2446273433927733,2.350633682828187,0.00022684187501012686
GBPUSD,2022-07-01 12:00:00+00:00,2022-07-08 12:00:00+00:00,1,1.2046649999999999,-0.000938020113475325,31,2.8239983155187414,0.0021671884895320655,0.8657589968667048,3.8725901089688723,0.0,4.0,0.4,1.5587726567280265,2.0,0.0,2.0,19.0,8.0,0.08225108225107781,0.236506159014557,2.8239983155187414,7.470956655999802e-05
EURCHF,2022-07-06 16:00:00+00:00,2022-07-08 12:00:00+00:00,1,0.9887799032,0.006150158170002993,11,2.0965151327224363,0.0018096847892833353,0.13532596810014907,1.4801878319543733,0.0,3.0,0.2,0.39467538200120994,2.0,0.0,0.0,13.0,12.0,0.2579762180945007,0.4299952323816598,2.0965151327224363,0.00030340422477146485
AUDCAD,2022-07-11 16:00:00+00:00,2022-07-13 00:00:00+00:00,1,0.8756721183999998,0.005585757496695772,8,2.17313572697113,0.001954797079740034,1.1800236132413418,4.470846064630954,0.0,7.0,0.2,0.7509924742683728,0.0,0.0,0.0,2.0,12.0,-0.08338261712222841,0.046714725354205164,2.17313572697113,0.00034259398431932546
NZDCAD,2022-07-11 16:00:00+00:00,2022-07-13 08:00:00+00:00,1,0.7947910959999999,0.005402607706113557,10,2.0551518387130203,0.0017887343026634355,0.5270574130691521,1.2835909720548813,0.0,2.0,0.4,0.6586047098588531,0.0,0.0,0.0,2.0,12.0,-1.0682987623675444,0.028558517088086308,2.0551518387130203,0.00037745767599792044
AUDUSD,2022-07-11 16:00:00+00:00,2022-07-13 08:00:00+00:00,1,0.67356,0.008551576696953401,10,2.060849087422373,0.0028075598963785194,0.38338781544518774,1.2408526885141649,0.0,5.0,0.3,0.953621973887738,0.0,0.0,0.0,3.0,12.0,-0.6974358974359092,0.07558139534883626,2.060849087422373,0.00011877189856879862
EURCAD,2022-07-11 20:00:00+00:00,2022-07-14 08:00:00+00:00,1,1.3058026260000002,0.006929982540868106,15,2.066668666167933,0.0019303787618323786,0.11539671797890438,1.6684659178370964,0.0,4.0,0.3,0.8950468545611852,0.0,0.0,6.0,61.0,16.0,-0.04471215217819243,0.5168434708651596,2.066668666167933,0.00022974375608278183
NZDUSD,2022-07-11 20:00:00+00:00,2022-07-13 08:00:00+00:00,1,0.61191,0.005507345851514061,9,2.2431517257400944,0.0024689815858244825,0.5408405364934588,1.7753922378200533,0.0,1.0,0.4,1.1400740374114993,1.0,0.0,0.0,5.0,16.0,0.2511627906977078,0.08930863744727663,2.2431517257400944,0.00022879181578990375
GBPUSD,2022-07-12 08:00:00+00:00,2022-07-17 20:00:00+00:00,1,1.183375,0.004673074891728998,22,2.011736315813691,0.002608826130965878,0.3266103162239842,1.631612492033149,0.0,2.0,0.1,0.2899850006030385,0.0,0.0,0.0,8.0,4.0,-0.15104166666667057,0.25745202123315414,2.011736315813691,7.605366008239147e-05
GBPAUD,2022-07-22 08:00:00+00:00,2022-07-27 00:00:00+00:00,1,1.7225507493335255,0.01054521616795307,17,2.157071089976034,0.0014146478104971906,0.2896825458314889,2.0437505882342686,0.0,2.0,0.3,0.379888147345748,0.0,0.0,1.0,20.0,4.0,-1.172398437040805,0.31187486535992764,2.157071089976034,0.00017416032596779713
EURAUD,2022-07-25 16:00:00+00:00,2022-07-31 20:00:00+00:00,1,1.4691900252851766,-0.003037031580596583,26,2.12216960162252,0.0022560166858740646,0.3377835724683722,1.042743225197767,0.0,3.0,0.4,1.5997485682117325,0.0,0.0,2.0,14.0,12.0,0.20562062790008828,0.20954786904461464,2.12216960162252,0.00020419414428148505
AUDNZD,2022-07-27 12:00:00+00:00,2022-07-28 12:00:00+00:00,-1,1.1163598678371442,0.00493041432311421,6,2.387433221729686,0.0010421770206810222,0.5091554116231445,2.136378764922255,0.0,2.0,0.3,0.5125538222041289,1.0,0.0,1.0,31.0,8.0,-0.4466497027968459,0.21255000620793413,2.387433221729686,0.0002687305488518012
EURJPY,2022-08-02 04:00:00+00:00,2022-08-04 04:00:00+00:00,1,133.77702125000002,0.02062100414722733,12,2.0187940905465114,0.0030445710197149183,0.13232635235077428,1.2231360741019817,0.0,5.0,0.2,0.6313722622934457,0.0,0.0,2.0,30.0,0.0,-1.516275632213118,0.3669034049476202,2.0187940905465114,0.00022425375987357766
GBPAUD,2022-08-10 16:00:00+00:00,2022-08-16 12:00:00+00:00,1,1.7258177165576754,-0.0007888795350567052,24,2.0218483033003,0.002005116401807378,1.1236981698908144,5.729936428851996,0.0,1.0,0.6,2.5803520928063435,1.0,0.0,1.0,15.0,12.0,0.05029705868579919,0.1791932900696375,2.0218483033003,0.00017383064104729528
USDCHF,2022-08-11 08:00:00+00:00,2022-08-16 04:00:00+00:00,1,0.94024,0.006530247596358275,18,2.462395394607033,0.0023159401038941223,0.4652114687827549,2.148612354521064,0.0,1.0,0.4,0.20652513885388862,0.0,0.0,1.0,7.0,4.0,-0.013888888888887176,0.22775752666396595,2.462395394607033,0.00010635582404492471
GBPJPY,2022-08-15 12:00:00+00:00,2022-08-16 12:00:00+00:00,1,160.9453122,0.009281523640425693,6,2.3242829316191913,0.0023286143120607853,0.894308685699811,2.752991140045212,0.0,1.0,0.3,0.5869740899982665,1.0,0.0,0.0,7.0,8.0,0.009182233480707163,0.07777653147484474,2.3242829316191913,0.0001863987188562551
EURCHF,2022-08-15 12:00:00+00:00,2022-08-17 08:00:00+00:00,1,0.9625524912000001,0.005291080171275279,11,2.4148765544001893,0.0010166583435312695,0.4998988648618472,3.9040114268934767,1.0,1.0,0.3,0.3208168112939147,1.0,0.0,1.0,25.0,8.0,-0.17050770754875139,0.48970732459004623,2.4148765544001893,0.00031167131428437155
GBPCHF,2022-08-22 08:00:00+00:00,2022-08-23 12:00:00+00:00,1,1.1304640592,0.009123022634879971,7,2.118167338481276,0.0020968045745672226,0.2803673443732948,1.4157782082252637,0.0,1.0,0.5,0.1658709847213594,0.0,0.0,1.0,12.0,4.0,-0.6357424206776736,0.26782474298509135,2.118167338481276,0.00026537774249302737
GBPUSD,2022-08-22 08:00:00+00:00,2022-09-08 08:00:00+00:00,1,1.180505,-0.021295970792160956,80,2.0897541377409996,0.0026616220089181212,0.1457762906654536,1.4879832810867204,0.0,1.0,0.2,0.20192854242793468,0.0,0.0,1.0,19.0,4.0,0.30056179775284386,0.5013781007266356,2.0897541377409996,7.623855892181737e-05
AUDNZD,2022-08-26 08:00:00+00:00,2022-08-30 16:00:00+00:00,-1,1.1240402736150055,0.00543139290958097,15,2.0166901011338085,0.0008950682320332936,0.05279869317115238,1.0584263882790321,0.0,2.0,0.3,0.37616804398208487,0.0,0.0,1.0,34.0,4.0,-0.5309215109415534,0.5028435565719447,2.0166901011338085,0.0002668943516011001
USDCAD,2022-08-29 00:00:00+00:00,2022-08-29 20:00:00+00:00,-1,1.30567,0.004174102185085106,5,2.019145057489585,0.0018915208571517164,0.5712418038753557,1.6969020373987989,0.0,1.0,0.4,0.3853589960521492,1.0,0.0,0.0,4.0,20.0,0.14802631578942418,0.16412859560067583,2.019145057489585,9.190683710279013e-05
USDJPY,2022-09-01 16:00:00+00:00,2022-09-12 08:00:00+00:00,-1,140.1955,-0.016826502990466854,42,2.109552005232046,0.0018168160155578495,0.5794797017829101,4.668435013262432,0.0,1.0,0.4,0.34655825096536097,2.0,0.0,2.0,28.0,12.0,-0.3877840909091372,0.3823890115280839,2.109552005232046,4.993027593610351e-05
NZDUSD,2022-09-01 16:00:00+00:00,2022-09-02 12:00:00+00:00,1,0.60765,0.009067719904550254,5,2.3503747487160664,0.003042049530178458,0.8851644335157889,3.3059146102624166,0.0,1.0,0.4,0.38020965049128025,0.0,0.0,1.0,13.0,12.0,0.2393364928909846,0.20618025751072894,2.3503747487160664,0.00023039578704846537
GBPCHF,2022-09-02 20:00:00+00:00,2022-09-06 04:00:00+00:00,1,1.1284640549999998,0.004965980507017631,9,2.172882120273491,0.0019936956647220996,1.7983738067313753,4.295894556652964,0.0,2.0,0.2,0.47996598876158186,2.0,0.0,0.0,1.0,16.0,-0.11500743140732603,0.1529789545900584,2.172882120273491,0.00026584807789912287
NZDUSD,2022-09-06 20:00:00+00:00,2022-09-09 00:00:00+00:00,1,0.6032500000000001,0.011753004558640524,13,2.0464239974265754,0.0026980316802767837,0.28230160727386266,0.8861622358555401,0.0,5.0,0.3,1.0076409457810707,0.0,0.0,0.0,14.0,16.0,-0.48461538461528475,0.1283249460819555,2.0464239974265754,0.00023207625362619142
AUDUSD,2022-09-07 04:00:00+00:00,2022-09-09 00:00:00+00:00,1,0.6731,0.01359381964046933,11,2.1851201886716822,0.002611295752400959,0.26970908643523117,1.4972527472527177,0.0,7.0,0.2,0.5090179862788455,0.0,0.0,2.0,35.0,0.0,1.1559633027522997,0.2957663372178803,2.1851201886716822,0.00011885306789481504
AUDCAD,2022-09-07 12:00:00+00:00,2022-09-09 04:00:00+00:00,1,0.8860792956000001,0.006268175351325754,10,2.479729194893492,0.001795638293145554,0.5855839397803564,2.963669465103134,0.0,1.0,0.2,0.16291175012562992,0.0,0.0,2.0,25.0,8.0,0.7876827596486051,0.24269153103622038,2.479729194893492,0.0003385701499738327
AUDCHF,2022-09-08 00:00:00+00:00,2022-09-19 20:00:00+00:00,1,0.6566854670000002,-0.01208656198264891,49,2.2258991576293075,0.0011668971016451741,0.24587286688591092,1.523143194885926,0.0,1.0,0.2,0.24471092691148272,2.0,0.0,1.0,17.0,20.0,-2.3779547531349348,0.3015021657306145,2.2258991576293075,0.00045683971258039113
AUDNZD,2022-09-13 12:00:00+00:00,2022-09-16 12:00:00+00:00,-1,1.1248437611259923,0.003019038357607818,18,2.3819889242616394,0.0012394509556108708,0.43848282093133517,1.4355391813371972,0.0,2.0,0.6,0.6976247696205516,1.0,0.0,1.0,15.0,8.0,-0.814159499761753,0.17577702162152065,2.3819889242616394,0.00026670370621044627
EURAUD,2022-09-14 12:00:00+00:00,2022-09-15 00:00:00+00:00,-1,1.4803098382270152,0.002930382333885429,3,2.106398533589244,0.0020819899382499498,0.4194651279558983,1.7180818238710467,0.0,3.0,0.4,0.4519261787127711,1.0,0.0,0.0,6.0,8.0,2.0172283921562992,0.2580718185512279,2.106398533589244,0.00020266027574289015
EURGBP,2022-09-16 08:00:00+00:00,2022-09-21 08:00:00+00:00,-1,0.8745023482395878,0.0012201953467752733,19,2.543519033145891,0.0016208489581849672,0.7934133976004831,3.891796987900073,0.0,8.0,0.1,0.3574844248057004,2.0,0.0,0.0,6.0,4.0,0.2390359282009375,0.1808333388955662,2.543519033145891,0.0003430522520653185
EURCAD,2022-09-16 16:00:00+00:00,2022-09-21 08:00:00+00:00,-1,1.3286021208,0.0031485442740989108,17,2.5234261021464315,0.002250128856885751,0.6759098630517424,2.6080946887149183,0.0,2.0,0.3,0.3367910938293796,0.0,0.0,3.0,28.0,12.0,0.006620272753915033,0.18146795136197424,2.5234261021464315,0.00022580123522560617
AUDNZD,2022-09-19 20:00:00+00:00,2022-09-28 20:00:00+00:00,-1,1.1286648098464014,-0.008314997794373776,43,2.0828214305670403,0.0012456326115462333,0.08982280875177873,0.6176368527676753,0.0,3.0,0.3,0.8376782437406214,0.0,0.0,0.0,6.0,16.0,-0.6014508086825998,0.22867678310360212,2.0828214305670403,0.00026580079168130234
NZDCAD,2022-09-20 12:00:00+00:00,2022-09-29 08:00:00+00:00,1,0.7880713910000001,-0.010161167746286169,42,2.434832132477056,0.001844408499710137,0.8469679500744183,3.1923153033772356,0.0,3.0,0.2,0.49699261607907314,0.0,0.0,0.0,7.0,8.0,1.0835900813891153,0.23342598655229563,2.434832132477056,0.00038067617150690345
GBPCHF,2022-09-21 12:00:00+00:00,2022-09-22 04:00:00+00:00,1,1.0936863468000002,0.007848064415463839,4,2.0012351369198846,0.001960870979382295,0.5618941032387441,3.148024643551695,0.0,2.0,0.4,0.4340325591376067,0.0,0.0,2.0,65.0,8.0,0.2631370086990889,0.32117573192616855,2.0012351369198846,0.00027430167787845694
EURCHF,2022-09-21 12:00:00+00:00,2022-09-22 04:00:00+00:00,1,0.9536618814000001,0.0094882824578418,4,2.5377361887478624,0.002262974706034733,1.2322210570433552,4.3731068736916985,0.0,2.0,0.3,0.5661466192773105,2.0,0.0,0.0,6.0,8.0,-0.0847718672933655,0.20271158516330898,2.5377361887478624,0.00031457690178367237
