instr,entry,exit,dir,ret,bars_held,year,z_sig,z_sigprev,z_cf_sig,z_entry_raw,z_cf_entry,gap_sig,gap_entry,gap_sig_atr,gap_entry_atr,gap_sig_bd_bps,gap_entry_bd_bps,gap_z_share,delta_sig_h,delta_entry_h,wknd_sig,wknd_entry,sessgap_sig,sessgap_entry,holiday,gap_made,gap_alone,gap_saved,r1,r2,r3,ret_path,filled_18
AUDUSD,2021-02-25 00:00:00+00:00,2021-02-25 20:00:00+00:00,-1,0.012360256249215041,5,2021,2.0194827378747866,1.685218666851948,1.9971937120106522,1.7331137004026433,1.7639879282092523,0.000180000000000069,-0.00024999999999997247,0.1692524682652261,0.22182786157938772,2.266317485899338,-3.1347176246360275,0.07080796577493091,4.0,4.0,False,False,False,False,False,True,False,False,-0.0033159996985456797,-0.0021729846509408457,0.0005149848016678948,0.012460120079382908,1.0
EURAUD,2021-02-25 00:00:00+00:00,2021-02-25 16:00:00+00:00,1,0.008540500850259,4,2021,-2.0016097621487146,-1.7906554349089672,-1.991875617904382,-1.6845498670766768,-1.7103729173975963,-0.00011997429806598348,0.0003154178532929208,0.09028433587099974,0.21680887545789163,0.7844021311990279,-2.0671036654381947,0.04649819420962635,4.0,4.0,False,False,False,False,False,True,False,False,-0.0017979615944402338,0.002809118627660423,0.004979817281622889,0.00873761468752332,1.0
USDJPY,2021-02-26 00:00:00+00:00,2021-03-17 16:00:00+00:00,-1,-0.026568738833445838,85,2021,2.098176146534045,1.6693603184005283,2.105915630185763,1.1151209859832762,1.2411845937760693,-0.0030000000000001137,-0.04600000000000648,0.03220611916264238,0.43172219615210494,-0.2824858757062254,-4.323673994981387,-0.023407606776894917,4.0,4.0,False,False,False,False,False,False,False,False,-0.00012256288418766026,-0.0024229739412453544,-0.004544254629105904,-0.026501866727005385,1.0
EURCHF,2021-03-04 16:00:00+00:00,2021-03-09 12:00:00+00:00,-1,0.0053407767126343484,18,2021,2.160978857009384,1.989349794419097,2.1825643280251152,1.794615504151643,1.7821178607572474,-0.00014162069999978932,7.768469999991368e-05,0.12628983963471221,0.06567424192256704,-1.27326448065875,0.6974355282323039,-2.026765666799558,4.0,4.0,False,False,False,False,False,False,False,False,-3.33099817664273e-05,0.0009726206766229595,0.0007102612704388278,0.00560983682282612,1.0
GBPCHF,2021-03-04 16:00:00+00:00,2021-03-12 12:00:00+00:00,-1,-0.0006111634123452077,36,2021,2.3633215744286855,1.7610546315223488,2.3334603806546377,1.827783353119573,1.8446957107866617,0.0002902585000001956,-0.00015750060000008226,0.15103935187110656,0.07820840685334116,2.253208127671585,-1.2167884948786183,0.12497079966143297,4.0,4.0,False,False,False,False,False,False,False,False,-0.00036389643419942885,-0.0005850016402237923,0.000521422368503166,-0.00037863609939581266,1.0
EURCAD,2021-03-05 04:00:00+00:00,2021-03-18 16:00:00+00:00,1,-0.014808759145935,59,2021,-2.426551899506065,-1.9121864589367141,-2.4117885217867574,-2.3312144570521998,-2.3779778461532484,-9.502659999993668e-05,0.00031448599999972515,0.053843553298476045,0.1810930392940866,0.6262737580836268,-2.077780123778939,0.1681218812104155,4.0,4.0,False,False,False,False,False,False,False,False,0.0018349410566860236,-0.0016103343028247563,-0.0029033146606064486,-0.0146119523294016,0.0
EURUSD,2021-03-08 12:00:00+00:00,2021-03-11 00:00:00+00:00,1,0.0061815329864477455,15,2021,-2.066944449360149,-1.9886320443250232,-2.0906538225747027,-2.0366218656663464,-2.02516201811656,0.00024000000000001798,-0.00011999999999989797,0.15409309791333411,0.08278716798889112,-2.019165243435761,1.0111649462810024,-2.085632095376902,4.0,4.0,False,False,False,False,False,False,False,False,3.3733639185129505e-05,-0.0005734718661449811,0.0006072055053298886,0.006232289839427807,1.0
AUDCHF,2021-03-11 08:00:00+00:00,2021-03-15 08:00:00+00:00,-1,0.00031426602183108507,13,2021,2.0428126840594523,1.393473589840222,2.047048229553147,1.1340428863120746,1.1339240330149103,-1.5517100000028705e-05,3.69800000066256e-07,0.016892628107137764,0.00035231177552021587,-0.2154944315951085,0.005120222921632803,-0.006983282875644067,4.0,4.0,False,False,False,False,False,False,False,False,0.0006451021564403137,-0.0009039976849329889,-0.0010778940975748608,0.0007313412928948715,1.0
EURJPY,2021-03-12 16:00:00+00:00,2021-03-16 12:00:00+00:00,-1,0.0048692138589098224,12,2021,2.2404945549252893,1.7394026815787347,2.268353683275142,2.663765386603541,2.6528910147270355,-0.011203639999990855,0.004825449999998455,0.07479614907617776,0.03207109380795768,-0.8626621355506845,0.37093241086124856,-0.10690489264673668,4.0,4.0,False,False,False,False,False,False,False,False,0.0007146737344073673,-0.0005589125451632704,-0.0009404908261274603,0.005098854606260028,1.0
USDCAD,2021-03-12 16:00:00+00:00,2021-03-18 16:00:00+00:00,1,0.003994257252624908,25,2021,-3.0571631980173612,-1.8253076234473475,-3.0156459461733895,-3.2216159589278317,-3.2708509313793206,-0.00022999999999995246,0.000320000000000098,0.13214593507610023,0.19041951800065257,1.8310352514087227,-2.56083995550619,0.23765920793606218,4.0,4.0,False,False,False,False,False,False,False,False,0.0004812589734748407,0.00013635670915124187,0.0005213638879308924,0.00409070127453437,0.0
AUDCAD,2021-03-23 20:00:00+00:00,2021-03-26 20:00:00+00:00,1,0.003110607008504564,18,2021,-2.3138446611865877,-1.0786768533506117,-2.289030502511604,-2.827424851519229,-2.8695649145198723,-9.251100000007284e-05,0.0001700685999999063,0.07457899640189161,0.13336327568834216,0.9597366166771798,-1.772207183276017,0.026933176231625732,4.0,4.0,False,False,False,False,False,False,False,False,-4.8012488937487774e-05,-0.0007258051701964918,0.0009564409877853564,0.0034244031253336527,0.0
EURUSD,2021-03-23 20:00:00+00:00,2021-04-01 12:00:00+00:00,1,-0.005768629802616521,41,2021,-2.631969615278575,-1.9167692457155778,-2.623021153066822,-2.7232622613259947,-2.6776028314116966,-2.999999999997449e-05,-0.00015999999999993797,0.021802325581376465,0.11962616822425147,0.25269116086297816,1.350461689089434,0.10751389061276215,4.0,4.0,False,False,False,False,False,False,False,False,0.0007854995101186368,-0.0016047839454034207,-0.0005067738774957586,-0.005718098584411635,0.0
GBPAUD,2021-03-25 16:00:00+00:00,2021-03-30 00:00:00+00:00,-1,0.007030063969981338,15,2021,2.8087475360289655,1.7283561315244964,2.8770506689065694,2.508119741351024,2.577331977001355,-0.0005167397155403375,-0.0005391360250079913,0.17768772376663022,0.1949636352288283,-2.8628129374144224,-2.9740138422750575,-0.2514436760929992,4.0,4.0,False,False,False,False,False,False,False,False,0.0010350880404786933,0.0023475489495747848,0.0034926145063081115,0.007195003465327754,1.0
AUDUSD,2021-03-25 16:00:00+00:00,2021-03-29 08:00:00+00:00,1,0.009591788268200528,11,2021,-2.0227546968677728,-1.8590628186791593,-2.0279042693589737,-1.7799865533513501,-1.8015780966416968,4.0000000000040004e-05,0.00017000000000000348,0.024110910186883595,0.10773130544993835,-0.5270439422892155,-2.24591441744948,-0.03653806925142104,4.0,4.0,False,False,False,False,False,False,False,False,0.0017284602190263954,0.004301359018340056,0.005528433830320756,0.009697849320490892,1.0
USDCHF,2021-03-26 08:00:00+00:00,2021-04-02 08:00:00+00:00,-1,-0.00032942276630122837,31,2021,2.037727240327455,1.9997822838078647,2.0241456188028493,1.976068241342515,1.9251713391962182,7.999999999996898e-05,0.00031000000000003247,0.06611570247931321,0.2576891105569683,0.8512358881047125,3.295348243898636,62.38222977998057,4.0,4.0,False,False,False,False,False,False,True,False,0.00128574312764973,0.002869013590623637,0.0023802186825915284,-0.00022314550149293844,1.0
EURCAD,2021-03-31 20:00:00+00:00,2021-04-05 00:00:00+00:00,1,0.004013379694707679,14,2021,-2.230090095668589,-1.8993427942248278,-2.283379046299563,-2.127687240922031,-2.1070841908991733,0.00031493439999996653,-0.0001256305000001401,0.26829807358955005,0.10772981268150425,-2.133422459437068,0.8524819525987828,-0.529410191953866,4.0,4.0,False,False,False,False,False,False,False,False,0.0017511113927424216,0.001888220039520716,0.0033754790360516207,0.004217396833736453,1.0
GBPAUD,2021-04-01 04:00:00+00:00,2021-04-06 08:00:00+00:00,-1,0.004205138283852126,20,2021,2.386985261599074,1.8230822297206952,2.3501097536434283,2.3442598695494437,2.330476534004129,0.00029457521145626053,0.00011278348239285307,0.13583807374210652,0.051973482505435924,1.6226274668802605,0.6195959344882489,0.2084330358529243,4.0,4.0,False,False,False,False,False,False,False,False,6.734239859318425e-05,0.0015727041615540838,0.0027503571788803916,0.004369535544489933,1.0
EURAUD,2021-04-09 08:00:00+00:00,2021-04-14 04:00:00+00:00,-1,0.00014929923533891522,18,2021,2.1969177922365444,1.6724735479874424,2.1917063660379354,1.4424628224401237,1.442217400988263,3.809254344377955e-05,1.6792781756258535e-06,0.019189443509951488,0.0008154860199062557,0.24441011774303395,0.010746296436153109,0.01591146659021335,4.0,4.0,False,False,False,False,False,False,False,False,-0.0005727281909564397,-0.0017175856625075703,-0.002494092721261554,0.0003418211596464271,1.0
GBPAUD,2021-04-16 08:00:00+00:00,2021-04-18 20:00:00+00:00,1,0.006170276559920279,4,2021,-2.063298908708006,-1.8346084876651045,-2.075327191714173,-1.6235439310927045,-1.6193456558465604,0.0001396208018122902,-4.625556478710102e-05,0.06078688505503059,0.01995859339771301,-0.7846534605304851,0.26042274757703415,-0.07272612020024141,4.0,4.0,False,False,False,False,False,False,False,False,0.004198781359855408,0.005460105883807298,0.004375763114544906,0.0063393154928597095,1.0
EURUSD,2021-04-23 20:00:00+00:00,2021-04-30 08:00:00+00:00,-1,0.001041882002728848,28,2021,2.3717729758774238,1.6836549601926891,2.326646095361399,2.0889410832774606,2.0934454540689846,0.00019999999999997797,-1.999999999990898e-05,0.19056693663647603,0.019474196689298142,1.657247974014169,-0.16529335437993486,0.1426508237445797,4.0,4.0,False,False,False,False,False,False,False,False,0.0003803601845573379,-0.0013477980452794025,-0.0002811357885859067,0.001091468355686409,0.0
EURJPY,2021-04-27 12:00:00+00:00,2021-05-04 04:00:00+00:00,-1,-0.0027055973111018514,29,2021,2.0144775282009144,1.8869342385061123,2.029088510972143,2.7387861341999455,2.7440958983873562,-0.004798250000021653,-0.0020559400000195183,0.036978685026028774,0.015369363859197903,-0.36697060567518514,-0.15714925956931308,-0.12922552838436857,4.0,4.0,False,False,False,False,False,False,False,False,-0.0023830685954429054,-0.0025876934095523385,-0.002531801244981091,-0.0024765084822713224,0.0
USDCAD,2021-04-28 16:00:00+00:00,2021-05-04 08:00:00+00:00,1,0.001689326381105543,23,2021,-2.0144891031526284,-1.5088073942781355,-1.9746212537260606,-2.4586884258461605,-2.4852893325951726,-0.000280000000000058,0.00021000000000004349,0.22382094324544766,0.1527272727273039,2.2592670292257004,-1.6997855032582743,0.08116541039533243,4.0,4.0,False,False,False,False,False,True,False,False,-0.0007472384665367926,-0.00012995451591957252,-0.0009746588693957392,0.0017868745938920405,0.0
AUDCAD,2021-04-30 12:00:00+00:00,2021-05-07 12:00:00+00:00,1,0.005756528344071706,31,2021,-2.0716356234841022,-1.9404084775379489,-2.0451567457099644,-2.5863812097492658,-2.577093793608816,-0.00017297309999997346,-6.719999999993398e-05,0.19019507163994942,0.060269160456185654,1.8133703695934678,0.705505027508762,0.44433967584902717,4.0,4.0,False,False,False,False,False,False,False,False,-0.001323684664088387,-0.001480659057447542,-0.000333597146917719,0.006073798568961619,0.0
AUDCHF,2021-04-30 16:00:00+00:00,2021-05-03 16:00:00+00:00,1,0.004788657108396464,7,2021,-2.254910813489238,-1.4914068117636403,-2.20822743091653,-2.3628230408831885,-2.3350019145553085,-0.00011159680000005778,-7.150160000002348e-05,0.13127746303881555,0.09406367684267412,1.5805440851479198,1.0153715081464134,0.09178924069862436,4.0,4.0,False,False,False,False,False,False,False,False,-4.10325282166335e-05,0.0016128257815295477,0.0031538303544582647,0.005216072713541298,1.0
USDCAD,2021-05-06 16:00:00+00:00,2021-05-13 12:00:00+00:00,1,-0.0013649070876500591,30,2021,-2.2285387621073527,-1.3937847006188124,-2.209186511558251,-2.5839480499249725,-2.583948049961852,-0.00012000000000012001,0.0,0.08908685968828448,0.0,0.9801439177995769,-0.0,0.0319230652358261,4.0,4.0,False,False,False,False,False,False,False,False,-0.00044402782574370914,0.00037824592563340254,0.0017349976154061864,-0.0012663015771211539,0.0
EURJPY,2021-05-07 20:00:00+00:00,2021-05-12 00:00:00+00:00,-1,0.0008512591924737146,14,2021,2.0186073565089657,1.672608892004566,2.0400755292508177,1.567808439640698,1.596065585354961,-0.006416409999985717,-0.008336240000005546,0.06850127756953053,0.08458130070156084,-0.48604996799696665,-0.6309100614900744,-0.06557347532527179,4.0,4.0,False,False,False,False,False,False,False,False,-0.0008055601214436159,-0.002413412200501064,-0.0021838427399403226,0.0010783812876952181,1.0
EURCAD,2021-05-12 12:00:00+00:00,2021-05-13 16:00:00+00:00,1,0.005593186912387365,7,2021,-2.0044598593044594,-1.6187224359857375,-1.9173114198518377,-2.4907318514491785,-2.476054394605504,-0.00044851380000010543,-8.463430000005268e-05,0.24488597182347463,0.044164051320232336,3.0577314349496216,0.5778545318873866,0.22856954533354515,4.0,4.0,False,False,False,False,False,True,False,False,0.0023388107941992864,0.0017198807202232214,0.0014219874515251085,0.00579905374068046,1.0
EURUSD,2021-05-18 12:00:00+00:00,2021-05-21 12:00:00+00:00,-1,0.0019751346123901463,18,2021,2.218398198758744,1.9713394435293508,2.216260686885774,1.7727541586039617,1.7839227285898434,9.999999999843467e-06,-4.999999999988347e-05,0.008877052818325164,0.042716787697464904,0.08195041999461969,-0.40924567836468273,0.07458026417453036,4.0,4.0,False,False,False,False,False,False,False,False,-0.001999672184887613,-0.0016636616948040306,-0.0022455335190951775,0.002024258318308436,1.0
EURJPY,2021-05-18 12:00:00+00:00,2021-05-21 04:00:00+00:00,-1,0.0014966336005343714,16,2021,2.094628157527061,1.8289829691307466,2.145630221981785,1.8072702028859824,1.8726704547410826,-0.02209529000000998,-0.027438029999984792,0.2169262466775019,0.2757133367617886,-1.661743032562825,-2.0613878930396914,-0.2982279846369016,4.0,4.0,False,False,False,False,False,False,False,False,-0.000961035285435452,-0.00031296767138377923,-0.0014640662731533194,0.0017219967209047837,1.0
EURAUD,2021-05-19 12:00:00+00:00,2021-05-21 08:00:00+00:00,-1,0.004138597205683888,11,2021,2.0742367041158905,1.875609111510315,2.0680502625459325,1.8241738916649457,1.862693372740032,5.8663642589884546e-05,-0.0003637293233562655,0.03095133337353318,0.19606738033951232,0.3726438076683217,-2.3063872370437273,0.04973388039165718,4.0,4.0,False,False,False,False,False,False,False,False,-7.661723448015856e-05,-0.0005377868088927151,0.000989813501934056,0.004328591016177996,1.0
AUDCAD,2021-05-23 20:00:00+00:00,2021-05-26 00:00:00+00:00,1,0.0060216827512580085,13,2021,-2.206150843006197,-1.8642465545679074,-2.2979896759369525,-2.057000990503667,-2.26351699789615,0.00031769589999985914,0.0006604080000000012,0.3144456887384367,0.7042464131335248,-3.4055894162111895,-7.087509104704178,-0.6765119856696069,4.0,48.0,False,True,False,False,False,False,False,False,-3.524560626655404e-05,0.0008394760008936242,-0.0004138073525221664,0.006344415593200425,1.0
AUDNZD,2021-05-25 12:00:00+00:00,2021-06-01 08:00:00+00:00,1,-0.006636498043771754,30,2021,-2.0730952828694984,-1.0512013855012163,-2.0639754986359837,-1.7158795574719203,-1.7193633319046138,-2.045947523887648e-05,7.81744423350439e-06,0.024183070196388278,0.00968031976250007,0.19040263008383995,-0.07290389328832492,0.009611928278723644,4.0,4.0,False,False,False,False,False,False,False,False,-0.00019719741739487873,9.482757711509748e-06,-0.006660885716878728,-0.006357796962550122,0.0
GBPAUD,2021-05-27 20:00:00+00:00,2021-06-01 04:00:00+00:00,-1,0.001159584231485755,15,2021,2.283361018036726,1.779411342519095,2.1859509991687474,2.136080327137339,2.220531599972835,0.00044588893312824673,-0.0003983865305148271,0.22690692489929085,0.20438683042514674,2.433932089176324,-2.1715844069391093,0.44159124036742864,4.0,4.0,False,False,False,False,False,False,False,False,0.0009340129533299546,-0.001130249059225763,-0.0030884196458564883,0.0013230205521288507,0.0
EURAUD,2021-05-28 16:00:00+00:00,2021-05-31 04:00:00+00:00,-1,0.0032954608086939894,4,2021,2.337907078161821,1.4203418911763133,2.3414796583593325,2.0571050384044476,2.0974162176684206,-1.2840762119381566e-05,-0.00013949768186671818,0.008766544467372274,0.0941313960906312,-0.08129229336078547,-0.8814058816783504,-0.00616325406843944,4.0,4.0,False,False,False,False,False,False,False,False,0.0002630370707595864,0.00033074069818206375,0.001628890658513793,0.0034847822194759015,1.0
